tweetDate,twitterId,handle,text,profileUrl,name,tweetLink,timestamp,query
Wed Apr 12 20:49:27 +0000 2023,1447943742502154243,FinalTelegraph,"Have you noticed, yet another way the Democrats bring ugliness to the world:  ugly things.  Ugly windmills that end up in ugly graveyards; ugly G5 towers dotting our landscape; ugly electric vehicle graveyards wrecking our fields; ugly government buildings instead of fine ones.",https://twitter.com/FinalTelegraph,Final Telegraph,https://twitter.com/FinalTelegraph/status/1646254225016381443,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 20:55:53 +0000 2023,17543649,_Gonzi,"If you buy a qualified used electric vehicle (EV) from a licensed dealer for $25,000 or less, you may be eligible for a used clean vehicle tax credit. The credit equals 30% percent of the sale price up to a maximum credit of $4,000.",https://twitter.com/_Gonzi,Gonzi,https://twitter.com/_Gonzi/status/1646255843157893124,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 20:54:47 +0000 2023,2282236556,_VickiePatton,".@Edison_Electric - all of the U.S. investor owned power companies - issued statement on EPA’s clean transportation standards

“committed” to help build “the electric vehicle charging infrastructure” for EVs 

@davidshepardson 
@jendlouhyhc 
@TimPuko 

https://t.co/VLMUlKJmTz https://t.co/CgIsXc55dw",https://twitter.com/_VickiePatton,Vickie Patton,https://twitter.com/_VickiePatton/status/1646255567856361473,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 20:43:50 +0000 2023,1457102476054773763,PharmaPhanPhic,"The right is allowed to have problems with electric vehicle mandates. Environmental concerns of electric vehicles really aren't one of them though. Believing in climate change is kinda a pre-req, y'all.",https://twitter.com/PharmaPhanPhic,Big_Pharma_Phan_Phic,https://twitter.com/PharmaPhanPhic/status/1646252811120791553,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 21:00:07 +0000 2023,1525620122802499584,infeather_labs,"What is the main reason people are not willing to buy an electric vehicle, according to the article?

The high cost is the main reason people are not willing to buy an electric vehicle.
https://t.co/BYYCmzYTgX",https://twitter.com/infeather_labs,Infeather Labs,https://twitter.com/infeather_labs/status/1646256905986220035,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 20:50:00 +0000 2023,18058293,waff48,"The Biden administration is proposing strict new automobile pollution limits that would require as many as two-thirds of new vehicles sold in the U.S. to be electric by 2032, a nearly tenfold increase over current electric vehicle sales. https://t.co/YRrRRnFsGO",https://twitter.com/waff48,WAFF 48,https://twitter.com/waff48/status/1646254362627325957,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 20:44:48 +0000 2023,18006036,JeffcoColorado,"Charging your electric car in #Jeffco is about to get a little easier. Jefferson County is installing new electric vehicle charging stations at two @JeffcoOpenSpace parks. The initiative is possible thanks to funding from the Colorado Energy Office. 

1/ https://t.co/niUzqKufs2",https://twitter.com/JeffcoColorado,Jeffco Colorado,https://twitter.com/JeffcoColorado/status/1646253052993867777,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 20:48:03 +0000 2023,1309137824,ProRoadKing,EPA Pollution Limits Aim to Boost US Electric Vehicle Sales https://t.co/FU6BYxg1MT,https://twitter.com/ProRoadKing,Road Dog,https://twitter.com/ProRoadKing/status/1646253872980320256,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 21:02:28 +0000 2023,17856580,jlangdon,"#NIO SOLVES THIS ISSUE WITH BATTERY SWAP! $NIO IS WAY OUT IN FRONT OF ALL OTHER #EV MANUFACTURERS IN THE WORLD 

Insurers warn Biden's new electric vehicle proposal will increase premiums as batteries cannot be repaired |  https://t.co/JkSghc7WJq",https://twitter.com/jlangdon,Jeffrey Langdon #GoVols,https://twitter.com/jlangdon/status/1646257501438869505,2023-04-14T18:03:40.352Z,"""electric vehicle"""
Wed Apr 12 20:49:52 +0000 2023,299210309,shanergreen,@TewkesburyBCgov Will the new electric vehicle charge points in Tewkesbury be fast/rapid chargers? Who will you partner with to operate and maintain the new chargers?  I can’t wait to use them!,https://twitter.com/shanergreen,expatshane,https://twitter.com/shanergreen/status/1646254327235837952,2023-04-14T18:03:40.352Z,"""electric vehicle"""
